Timestamp_RPI,Gyro_x,Gyro_y,Gyro_z,Accel_x,Accel_y,Accel_z,Rotate_x,Rotate_y,Motion_Label
2018-01-10T14:46:08.597753,696,19,-185,-744,6304,15256,22,2,
2018-01-10T14:46:08.805549,760,-34,-200,-932,6264,15272,22,3,
2018-01-10T14:46:09.013175,774,-81,-201,-896,6320,15272,22,3,
2018-01-10T14:46:09.221245,760,-169,-269,-552,6180,15340,21,1,
2018-01-10T14:46:09.432068,819,-162,-229,-820,6256,15332,22,2,
2018-01-10T14:46:09.641121,926,-160,-152,-896,6384,15308,22,3,
2018-01-10T14:46:09.848574,693,-58,-250,-552,6284,15300,22,1,
2018-01-10T14:46:10.055295,840,-60,-206,-460,6372,15396,22,1,
2018-01-10T14:46:10.262263,700,17,-154,-392,6256,15332,22,1,
2018-01-10T14:46:10.470448,600,-169,-190,-228,6532,15220,23,0,
2018-01-10T14:46:10.678173,748,-269,-223,-296,6524,15228,23,1,
2018-01-10T14:46:10.885633,557,39,-202,-300,6312,15220,22,1,
2018-01-10T14:46:11.097604,638,141,-222,-580,6540,15204,23,2,
2018-01-10T14:46:11.305263,505,-22,-213,-528,6276,15208,22,1,
2018-01-10T14:46:11.512814,706,-53,-157,-568,6548,15260,23,1,
2018-01-10T14:46:11.720638,483,36,-266,-636,6348,15244,22,2,
2018-01-10T14:46:11.928560,835,254,-132,-636,6500,15540,22,2,
2018-01-10T14:46:12.136600,520,-33,-212,-356,6500,15208,23,1,
2018-01-10T14:46:12.344216,688,-73,-223,-720,6496,15260,23,2,
2018-01-10T14:46:12.551716,756,-169,-189,-448,6572,15144,23,1,
2018-01-10T14:46:12.759088,712,-88,-180,-516,6832,15172,24,1,
2018-01-10T14:46:12.966551,631,-53,-221,-488,6276,15288,22,1,
2018-01-10T14:46:13.174007,567,117,-208,-276,6596,15124,23,0,
2018-01-10T14:46:13.381495,-261,16,-328,-1124,5924,15332,21,3,
2018-01-10T14:46:13.589987,-2353,1186,-586,-1212,5292,15788,18,4,
2018-01-10T14:46:13.798194,-5551,1732,-14,-1804,3324,14988,12,6,
2018-01-10T14:46:14.005422,-17937,-7553,-7468,-3604,-3480,19912,-9,10,
2018-01-10T14:46:14.212861,5867,8572,7649,7068,-8304,10364,-33,-28,
2018-01-10T14:46:14.419925,-32768,-18613,2620,7160,-6888,9804,-29,-30,
2018-01-10T14:46:14.628676,25882,6965,1418,4696,-9128,9460,-40,-19,
2018-01-10T14:46:14.836055,-32768,1679,1449,2920,-12920,11188,-48,-9,
2018-01-10T14:46:15.042805,32767,12760,-4034,1964,-7524,10964,-34,-8,
2018-01-10T14:46:15.250211,10318,-3667,760,1772,-12668,15356,-39,-5,
2018-01-10T14:46:15.461810,-32768,-12198,-259,700,-10456,10296,-45,-2,
2018-01-10T14:46:15.668615,32767,24955,2640,-4088,-6188,6596,-38,24,
2018-01-10T14:46:15.875901,32767,17531,11082,-2020,-12052,7344,-57,8,
2018-01-10T14:46:16.082721,1705,4678,-3430,11716,-22320,24764,-39,-19,
2018-01-10T14:46:16.289996,957,639,-146,3304,9888,14800,33,-10,
2018-01-10T14:46:16.496883,1269,715,419,3228,8304,14548,29,-10,
2018-01-10T14:46:16.704444,-3913,-376,-280,2884,7600,15652,25,-9,
2018-01-10T14:46:16.912427,-21914,-3856,-2976,2920,-2756,18556,-8,-8,
2018-01-10T14:46:17.119719,15792,1285,3013,3628,3172,5292,26,-30,
2018-01-10T14:46:17.327373,8146,3062,-5695,11164,5260,18264,13,-30,
2018-01-10T14:46:17.534800,-14216,-954,2188,-3520,5380,8100,31,19,
2018-01-10T14:46:17.742685,-2558,-407,108,1644,1064,13424,4,-6,
2018-01-10T14:46:17.950507,-9392,-1993,-1482,1616,3908,19528,11,-4,
2018-01-10T14:46:18.157896,9799,692,9869,28,2636,9388,15,0,
2018-01-10T14:46:18.365528,-14558,-19343,27988,14908,-2944,12128,-8,-50,
2018-01-10T14:46:18.574337,-17222,-8968,4779,14996,-7876,8548,-24,-52,
2018-01-10T14:46:18.783594,-17895,-704,-1172,11404,-10224,408,-41,-48,
2018-01-10T14:46:18.991330,10692,4345,2420,11672,-13976,-2608,-49,-39,
2018-01-10T14:46:19.199771,2152,2097,-2967,10340,-9836,-2708,-42,-45,
2018-01-10T14:46:19.407580,2101,-7275,464,10884,-10848,-3464,-43,-43,
2018-01-10T14:46:19.615208,8179,-13512,9640,10580,-12044,-1832,-48,-40,
2018-01-10T14:46:19.823203,-8162,4720,1969,6100,-15828,-140,-68,-21,
2018-01-10T14:46:20.030544,-667,1927,1319,7188,-17072,-2832,-65,-22,
2018-01-10T14:46:20.238105,7231,8239,-4104,7644,-10764,-4388,-50,-33,
2018-01-10T14:46:20.445563,5727,10491,-2456,13232,-11912,96,-41,-48,
2018-01-10T14:46:20.652342,-8793,6240,-5204,11652,-15960,3072,-52,-35,
2018-01-10T14:46:20.859090,-7656,-2320,-309,9532,-14512,4184,-54,-32,
2018-01-10T14:46:21.066032,-5875,-11095,-834,6504,-9968,-1164,-56,-32,
